"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Pet Store","0","User","1","0","Delete Entity","0"
"0","Pet Store","0","User","1","0","Create Entity","0"
"0","Pet Store","0","User","1","0","Get Entity","0"
